n,p,k,ec_aktual,kelembapan_udara,kelembapan_tanah,suhu,fase,usia_hst,target_ec,vpd
246.18,50.01,189.85,1.687,93.49,68.32,23.48,0,34,1.82,0.1883
249.83,50.12,182.53,1.621,82.36,57.61,28.82,0,15,1.57,0.6993
248.34,59.29,194.78,1.882,79.92,73.75,28.45,0,40,1.6,0.7791
208.71,43.54,152.15,1.658,83.16,78.03,24.94,0,36,1.59,0.5316
197.52,43.94,207.45,1.564,73.21,69.03,26.91,0,23,1.62,0.9501
233.09,55.66,163.33,1.587,87.44,35.61,25.58,0,39,1.69,0.4118
140.95,76.11,256.84,1.859,82.38,30.16,29.36,1,90,1.81,0.7206
124.29,68.31,261.81,2.148,80.84,40.55,28.54,1,92,1.73,0.7473
217.38,61.31,199.83,1.638,88.95,40.37,27.71,0,19,1.8,0.4107
235.57,48.23,195.89,1.64,75.82,40.04,27.52,0,35,1.63,0.8888
154.33,63.97,289.56,1.872,78.2,58.04,29.24,1,144,1.66,0.8854
215.56,50.51,198.45,1.693,82.07,58.6,23.53,0,14,1.58,0.5201
168.89,50.13,269.1,1.888,79.65,69.77,29.4,1,90,1.67,0.8342
120.2,50.8,289.29,1.934,78.32,41.08,32.8,1,148,1.74,1.0784
198.66,49.72,208.68,1.615,88.55,35.1,23.45,0,41,1.73,0.3305
245.57,46.49,161.67,1.53,83.81,66.64,24.39,0,11,1.87,0.4945
174.48,50.67,267.12,1.905,78.87,56.62,26.94,1,74,1.69,0.7507
231.16,47.71,195.2,1.594,93.85,66.65,24.53,0,11,1.74,0.1894
152.47,58.22,240.2,2.121,95.0,50.94,26.16,1,61,2.15,0.1697
152.28,65.09,282.85,2.107,81.73,71.29,29.43,1,67,1.74,0.7502
172.45,55.38,265.39,2.085,76.39,67.54,30.36,1,117,1.76,1.0227
193.26,45.9,186.13,1.658,92.78,65.77,24.55,0,19,1.73,0.2227
145.47,72.35,281.18,1.943,78.12,31.52,24.61,1,57,1.57,0.6772
230.76,58.43,158.27,1.735,84.33,77.2,23.89,0,33,1.74,0.4645
194.92,40.56,170.39,1.392,83.05,50.71,23.3,0,23,1.9,0.4849
128.82,67.62,259.09,2.052,74.41,37.46,30.33,1,100,1.92,1.1065
211.33,63.06,151.44,1.701,80.93,71.56,27.96,0,39,1.55,0.7192
132.89,63.09,247.46,1.989,77.09,56.76,28.98,1,118,1.95,0.9166
176.1,58.67,270.32,1.913,79.87,31.76,30.77,1,72,1.67,0.8926
199.71,52.33,150.72,1.596,83.71,73.0,26.59,0,13,1.63,0.567
186.74,60.31,196.43,1.509,83.69,53.93,23.01,0,22,1.8,0.4585
212.69,43.46,195.21,1.662,80.91,71.52,27.49,0,17,1.58,0.7004
221.31,56.34,183.85,1.713,81.81,71.56,27.27,0,43,1.58,0.6589
183.28,51.9,162.51,1.654,88.44,35.5,25.68,0,20,1.63,0.3813
139.11,69.98,265.21,2.046,84.15,63.73,25.12,1,98,1.66,0.5057
198.04,40.75,178.5,1.691,89.8,49.81,24.25,0,37,1.78,0.309
182.15,54.82,160.39,1.705,84.55,60.05,28.76,0,34,1.59,0.6103
145.36,72.87,271.96,1.907,85.63,34.87,27.48,1,116,1.59,0.5269
189.73,61.02,161.7,1.415,91.2,62.35,25.83,0,30,1.85,0.2928
166.1,61.14,268.98,2.033,77.14,72.76,27.51,1,145,1.66,0.8397
236.24,62.0,179.8,1.711,81.48,84.27,26.29,0,10,1.67,0.6333
210.76,62.18,171.59,1.41,90.27,47.62,28.94,0,29,1.79,0.3884
176.31,54.13,268.57,2.008,83.76,38.53,24.95,1,103,1.62,0.5129
122.44,66.28,265.14,2.135,70.64,50.12,25.32,1,72,1.75,0.9479
120.89,70.51,236.54,1.986,80.12,31.06,29.3,1,120,1.93,0.8102
145.5,52.51,271.71,2.183,84.1,52.48,26.75,1,57,1.74,0.5586
155.44,77.89,264.39,2.16,66.64,80.3,30.86,1,105,1.47,1.4868
191.19,53.95,181.84,1.578,87.26,40.69,29.9,0,23,1.59,0.5375
208.29,42.87,175.73,1.556,80.8,56.27,25.7,0,24,1.64,0.634
160.7,55.35,255.49,1.958,80.7,61.49,31.6,1,122,2.04,0.8971
156.1,57.93,299.83,2.016,81.33,39.89,27.82,1,146,1.61,0.6984
130.03,53.63,275.14,1.859,76.55,48.16,27.24,1,78,1.74,0.8479
207.66,55.02,161.11,1.437,77.94,80.12,26.9,0,16,1.56,0.7819
180.68,61.48,177.98,1.327,78.12,46.27,27.45,0,36,1.63,0.8009
141.75,75.01,227.51,1.997,87.65,64.94,28.09,1,122,2.25,0.4693
229.87,42.63,175.93,1.845,85.9,37.53,23.18,0,32,1.7,0.4005
126.76,57.33,228.44,1.761,79.66,66.84,28.03,1,90,2.01,0.7702
148.1,51.34,299.42,1.978,77.11,45.35,28.57,1,100,1.6,0.8944
217.07,46.83,176.79,1.574,90.2,42.72,25.87,0,7,1.87,0.3269
122.49,62.6,233.67,1.982,91.02,36.83,26.44,1,54,2.12,0.3098
140.3,79.53,244.67,2.151,87.62,32.58,28.67,1,124,2.13,0.4865
220.85,57.24,203.12,1.493,82.61,83.23,30.4,0,30,1.62,0.755
158.01,74.25,283.23,1.766,82.42,52.76,29.48,1,102,1.72,0.724
225.02,47.06,174.06,1.536,78.75,72.77,25.19,0,24,1.62,0.6808
128.92,73.33,248.71,1.92,80.94,80.6,28.14,1,82,2.07,0.7263
205.95,61.6,192.99,1.332,80.32,41.22,26.41,0,16,1.72,0.6777
167.57,67.57,269.33,2.029,71.24,77.84,30.15,1,123,1.55,1.2308
239.01,45.85,186.04,1.458,90.63,68.94,24.62,0,20,1.86,0.2902
192.26,53.1,157.45,1.59,81.18,61.79,25.38,0,27,1.58,0.6098
149.67,54.0,234.68,1.956,87.19,74.5,29.21,1,92,1.99,0.5194
210.86,45.46,204.11,1.471,87.97,36.09,26.59,0,44,1.72,0.4187
230.66,56.37,155.15,1.707,86.88,44.5,26.0,0,11,1.83,0.441
163.5,51.23,259.53,1.966,84.58,37.21,28.87,1,68,1.92,0.6131
134.83,69.73,279.47,2.007,83.05,79.28,23.75,1,124,1.85,0.4982
163.21,78.55,237.45,2.07,90.18,35.43,29.56,1,103,2.08,0.4063
134.79,73.32,287.36,2.035,80.76,83.9,29.95,1,101,1.68,0.814
196.16,45.55,202.37,1.617,85.74,36.04,25.85,0,23,1.72,0.4751
197.99,61.98,152.43,1.501,79.34,66.4,27.68,0,38,1.58,0.7665
205.31,56.86,201.46,1.467,77.77,66.33,27.86,0,15,1.59,0.8335
123.18,54.74,278.95,2.019,81.42,81.22,31.63,1,107,1.69,0.8651
123.6,79.27,241.29,1.885,80.14,47.77,31.61,1,128,2.03,0.9237
167.05,61.96,295.85,2.095,77.96,48.26,28.44,1,105,1.76,0.8547
171.57,75.3,276.49,1.984,74.38,76.55,28.81,1,82,1.66,1.015
198.07,43.88,208.94,1.678,78.37,83.82,25.31,0,19,1.64,0.6979
247.94,52.04,156.94,1.482,85.85,31.66,30.7,0,28,1.45,0.6249
221.82,50.22,181.59,1.463,81.53,64.94,25.45,0,13,1.63,0.601
180.5,51.92,154.63,1.801,81.9,43.4,26.56,0,26,1.54,0.6289
182.39,42.64,159.38,1.582,92.11,70.04,25.16,0,43,1.87,0.2523
139.19,75.94,276.94,2.11,75.51,72.5,29.31,1,89,1.69,0.9987
193.13,64.1,153.8,1.431,83.15,71.94,23.02,0,25,1.81,0.474
233.73,64.48,203.58,1.566,80.79,53.95,25.41,0,36,1.61,0.6236
195.59,50.65,157.58,1.756,93.71,38.68,24.32,0,40,1.77,0.1913
140.36,72.59,265.94,1.812,91.16,62.16,29.23,1,117,1.87,0.3588
150.94,50.38,248.31,2.273,87.21,73.4,26.72,1,127,2.2,0.4486
228.48,42.92,161.92,1.624,86.4,80.17,27.79,0,41,1.61,0.5078
195.25,47.42,209.9,1.502,85.02,54.9,21.76,0,40,1.85,0.3903
128.73,68.93,270.25,2.042,89.17,43.51,31.19,1,145,1.86,0.4918
226.75,54.89,204.31,1.733,84.46,36.54,27.09,0,38,1.39,0.557
164.76,67.35,282.47,1.901,85.8,73.87,28.85,1,125,1.64,0.5639
149.1,64.23,247.28,1.918,81.33,59.44,28.5,1,95,2.04,0.7265
188.79,59.75,195.17,1.63,81.99,67.08,26.85,0,11,1.6,0.6365
186.76,61.42,165.23,1.656,93.17,38.76,25.17,0,18,1.7,0.2186
170.92,73.46,276.72,1.976,86.54,30.36,26.29,1,67,1.76,0.4603
240.63,60.03,184.19,1.648,92.0,83.22,25.29,0,18,1.8,0.2578
220.86,48.32,171.6,1.702,85.65,74.6,25.69,0,35,1.83,0.4736
167.61,50.86,262.51,2.021,79.18,52.0,26.75,1,87,1.69,0.7315
120.87,54.42,230.74,1.917,75.48,55.14,32.34,1,75,2.06,1.1885
172.82,70.01,258.16,1.997,80.33,81.1,30.76,1,89,2.04,0.8717
177.24,64.82,297.16,2.211,77.12,41.42,30.28,1,148,1.69,0.9865
214.17,61.21,164.24,1.64,77.19,74.16,27.53,0,36,1.63,0.8389
195.13,64.01,184.03,1.749,88.18,30.99,28.14,0,25,1.7,0.4504
150.76,61.01,295.53,1.938,79.56,78.16,28.02,1,55,1.72,0.7735
137.17,76.65,282.32,2.032,82.6,62.41,28.43,1,129,1.69,0.6744
238.78,61.07,190.3,1.695,83.62,56.27,28.18,0,16,1.61,0.6257
155.81,77.65,268.29,2.18,77.52,68.86,30.04,1,69,1.63,0.956
236.44,43.23,185.78,1.747,92.53,33.72,24.7,0,30,1.66,0.2324
204.83,61.14,186.42,1.466,79.8,40.75,24.57,0,34,1.66,0.6237
236.84,58.3,178.68,1.738,83.01,52.38,28.66,0,40,1.58,0.6673
244.6,50.4,207.19,1.802,83.18,63.98,28.39,0,9,1.55,0.6504
246.29,62.22,156.49,1.531,82.5,37.95,27.47,0,32,1.58,0.6413
227.82,48.79,174.4,1.493,75.24,50.87,28.64,0,28,1.59,0.9714
194.8,55.85,202.98,1.597,89.59,44.35,24.74,0,38,1.83,0.3247
153.27,66.67,225.02,2.022,85.98,65.51,28.04,1,61,1.97,0.5312
176.29,53.35,251.46,1.958,77.24,80.56,29.87,1,149,2.05,0.9585
168.8,56.45,269.17,1.858,81.81,39.13,32.47,1,124,1.6,0.8881
159.96,75.56,282.34,2.177,86.1,40.41,25.86,1,149,1.82,0.4634
239.85,44.59,151.37,1.497,77.94,63.03,25.73,0,34,1.7,0.7298
212.55,44.34,177.34,1.539,78.41,54.95,27.58,0,32,1.57,0.7963
158.61,53.53,270.22,2.013,84.86,69.5,31.48,1,58,1.68,0.699
181.69,42.3,187.66,1.423,86.4,45.83,25.16,0,32,1.74,0.4349
167.93,59.96,282.98,1.814,80.82,59.97,26.5,1,141,1.61,0.664
210.54,42.5,189.05,1.548,81.26,51.28,24.38,0,13,1.65,0.5721
138.73,69.0,291.57,2.099,80.07,45.47,27.61,1,74,1.71,0.7364
192.01,48.49,165.29,1.623,81.07,70.11,26.9,0,18,1.5,0.671
149.67,50.04,281.15,1.753,79.39,73.77,26.54,1,52,1.68,0.7152
205.51,54.75,172.22,1.767,74.47,48.09,27.02,0,17,1.62,0.9113
144.78,51.05,264.58,2.096,86.79,64.26,29.35,1,50,1.73,0.5399
186.86,64.6,190.97,1.623,89.13,39.82,25.8,0,11,1.66,0.3611
141.57,59.4,236.54,2.02,75.98,73.5,27.95,1,49,1.97,0.9053
137.24,61.01,243.9,2.081,81.95,45.47,29.14,1,52,1.97,0.7289
235.68,64.74,203.05,1.879,81.09,39.4,24.33,0,24,1.48,0.5755
132.88,75.48,220.42,2.106,79.96,81.7,29.14,1,82,2.01,0.8093
152.68,50.42,239.16,2.036,79.9,53.24,28.75,1,120,2.04,0.7936
245.4,40.8,162.78,1.453,83.13,65.39,24.7,0,21,1.61,0.5249
169.05,70.55,277.09,2.02,91.82,74.51,28.55,1,95,1.91,0.3192
133.53,78.92,283.48,2.093,81.58,67.74,26.35,1,114,1.69,0.6321
155.88,69.28,225.58,1.986,79.02,61.06,27.15,1,74,1.94,0.7546
225.25,64.49,179.68,1.537,79.65,50.44,26.7,0,17,1.59,0.7129
200.51,48.36,204.92,1.666,89.74,80.52,25.53,0,9,1.78,0.3354
147.27,79.25,258.47,1.881,71.88,37.34,30.4,1,112,1.67,1.2208
169.33,65.84,234.57,2.104,79.68,78.62,26.67,1,141,2.0,0.7106
193.47,48.23,203.15,1.548,90.48,69.04,26.95,0,38,1.72,0.3384
162.82,61.5,241.6,1.745,84.33,61.43,27.1,1,65,1.98,0.562
238.38,58.71,158.14,1.545,85.61,47.86,25.39,0,32,1.77,0.4665
213.58,61.66,177.4,1.593,93.06,38.03,27.89,0,9,1.66,0.2607
221.05,58.67,207.68,1.666,82.77,54.37,28.85,0,14,1.63,0.6842
241.16,56.16,188.01,1.652,80.6,73.11,25.95,0,30,1.61,0.6502
167.15,66.78,291.05,1.845,78.8,70.99,30.32,1,101,1.72,0.9162
229.05,58.46,190.29,1.615,77.07,65.5,27.5,0,17,1.62,0.8418
174.09,57.21,246.13,1.936,91.61,84.59,24.63,1,105,2.15,0.26
126.9,76.87,242.39,1.957,85.22,83.49,27.95,1,86,2.05,0.557
142.17,61.49,258.02,1.88,89.4,52.0,26.36,1,123,2.18,0.364
248.59,56.98,168.95,1.594,88.49,40.59,27.86,0,19,1.86,0.4315
248.83,63.98,199.3,1.976,85.07,55.51,22.63,0,30,1.78,0.4102
125.89,55.92,229.88,2.223,80.57,76.45,24.67,1,55,1.94,0.6035
143.09,72.37,277.96,1.88,83.18,55.22,26.74,1,62,1.65,0.5906
198.96,40.36,160.33,1.608,79.11,48.48,26.7,0,25,1.65,0.7318
154.14,77.61,284.5,1.962,83.43,70.77,27.66,1,138,1.73,0.614
157.31,74.96,263.4,2.017,86.05,65.76,30.13,1,98,1.66,0.5963
148.26,71.16,270.36,2.11,81.35,83.28,28.12,1,143,1.71,0.7099
159.74,59.44,297.02,1.984,81.78,60.21,29.41,1,144,1.75,0.7473
177.4,64.87,227.36,1.915,82.62,83.21,27.12,1,118,2.08,0.624
239.5,46.01,173.02,1.739,87.13,46.0,27.09,0,13,1.81,0.4613
123.9,50.7,251.49,1.852,76.97,77.57,30.21,1,126,2.02,0.989
149.57,73.83,257.82,2.023,72.32,49.3,26.89,1,111,1.99,0.9805
215.28,62.66,201.66,1.422,88.09,74.53,24.19,0,30,1.8,0.3595
184.18,41.81,203.28,1.477,90.99,80.93,23.83,0,39,1.83,0.2661
207.47,55.11,159.47,1.689,88.67,64.28,23.4,0,29,1.75,0.3261
126.4,51.79,281.17,1.918,79.05,70.07,28.06,1,75,1.73,0.7947
128.47,79.76,258.8,1.775,75.42,82.73,29.34,1,100,1.98,1.0041
229.42,42.92,155.68,1.513,82.79,50.63,30.2,0,10,1.56,0.7387
138.02,65.63,248.87,1.9,82.75,58.14,28.29,1,137,1.96,0.6631
183.14,46.85,167.55,1.449,80.93,79.41,28.83,0,8,1.7,0.7564
143.23,66.7,259.08,2.066,89.9,67.0,29.68,1,69,2.26,0.4207
177.99,74.35,268.97,1.814,79.59,78.05,25.75,1,131,1.66,0.676
125.06,75.34,249.62,1.929,87.89,64.0,31.65,1,65,2.01,0.5645
223.21,55.27,176.07,1.616,83.06,70.69,27.34,0,39,1.61,0.6161
243.0,57.2,175.7,1.559,74.28,30.72,26.71,0,29,1.59,0.9015
235.28,57.57,174.53,1.551,82.06,48.68,27.27,0,26,1.58,0.6498
193.57,53.31,204.98,1.513,87.87,72.37,27.15,0,37,1.69,0.4363
140.92,70.48,296.7,1.854,76.9,52.22,31.97,1,88,1.69,1.0965
127.76,76.93,244.04,1.924,78.16,49.96,24.41,1,141,1.99,0.6679
128.66,75.38,255.44,2.079,82.03,82.34,27.38,1,55,2.02,0.6551
165.52,67.46,280.41,1.948,81.78,60.39,23.82,1,111,1.74,0.5378
128.7,76.81,244.72,2.02,84.25,40.59,28.57,1,116,2.06,0.6154
135.63,61.32,245.96,2.134,85.18,55.97,29.1,1,110,2.06,0.5971
132.26,61.38,252.81,2.072,73.42,58.53,32.0,1,146,1.83,1.2638
141.34,73.43,257.47,1.847,78.08,84.38,28.77,1,60,2.05,0.8664
241.52,57.07,157.24,1.654,85.54,69.5,28.61,0,26,1.53,0.5663
242.64,43.41,181.25,1.726,81.51,58.57,24.11,0,28,1.59,0.5554
211.75,47.34,189.92,1.53,77.72,53.76,27.07,0,26,1.6,0.7976
144.78,62.6,248.26,1.81,78.75,80.35,25.4,1,86,2.02,0.6894
156.73,78.22,228.14,1.947,83.07,65.53,29.11,1,105,1.97,0.6825
216.37,63.16,201.9,1.623,85.26,49.58,26.43,0,20,1.57,0.5082
164.96,65.08,243.6,2.071,75.87,55.55,31.35,1,97,1.98,1.1059
151.24,66.17,234.53,1.938,82.2,45.3,28.14,1,83,2.02,0.6783
199.42,47.75,197.36,1.356,92.33,82.82,25.34,0,11,1.63,0.2479
217.21,57.18,156.24,1.447,77.19,68.61,28.26,0,21,1.6,0.8753
162.18,55.7,228.46,2.043,71.56,51.58,29.09,1,55,1.96,1.1452
224.78,61.42,152.29,1.839,85.21,40.08,27.29,0,26,1.56,0.5364
139.82,72.13,291.27,1.997,81.39,39.74,28.4,1,145,1.62,0.72
192.44,51.71,204.79,1.758,81.16,56.28,25.32,0,23,1.61,0.6083
152.93,74.99,262.38,1.873,84.33,55.72,29.36,1,108,1.71,0.6409
141.61,68.41,237.4,1.922,87.88,52.98,26.46,1,104,2.21,0.4186
152.42,57.09,229.71,1.719,73.2,76.85,25.84,1,57,2.07,0.8924
144.36,69.56,268.51,2.044,76.13,83.86,31.23,1,103,1.76,1.0865
237.05,51.88,183.24,1.493,93.3,49.52,28.65,0,35,1.73,0.263
204.09,57.65,179.17,1.672,90.47,46.2,22.16,0,38,1.78,0.2544
243.95,62.38,175.2,1.54,89.18,72.36,24.11,0,38,1.78,0.325
154.54,77.88,243.2,2.243,88.24,54.74,27.91,1,106,2.12,0.4422
143.02,57.71,263.71,2.215,79.32,41.97,31.41,1,126,1.84,0.951
145.26,77.84,270.0,1.724,85.49,39.95,28.89,1,123,1.61,0.5775
193.24,53.76,179.55,1.671,86.5,45.43,27.33,0,21,1.74,0.4907
245.62,50.44,169.83,1.511,86.73,30.07,26.07,0,24,1.75,0.4479
180.72,44.66,174.49,1.678,81.36,81.78,27.26,0,10,1.61,0.6748
208.88,40.92,209.87,1.439,83.27,53.66,27.88,0,43,1.56,0.628
159.04,61.56,239.7,2.173,77.47,34.56,30.1,1,125,1.93,0.9615
206.91,64.82,202.64,1.724,82.53,39.07,27.82,0,23,1.55,0.6535
186.52,62.98,172.11,1.43,77.93,47.78,26.36,0,23,1.63,0.7578
151.52,60.96,252.56,1.978,82.63,60.34,23.24,1,106,2.23,0.4951
214.86,61.04,196.08,1.619,80.33,68.7,28.62,0,25,1.56,0.7708
192.96,46.39,198.45,1.686,79.99,46.93,25.32,0,28,1.52,0.6461
129.25,70.53,249.72,1.999,79.82,82.67,27.95,1,55,1.94,0.7606
238.54,41.52,203.76,1.694,83.15,71.82,26.14,0,24,1.58,0.5711
156.88,55.89,272.35,1.992,86.53,75.42,25.54,1,51,1.81,0.4406
131.11,72.02,273.38,2.073,82.94,47.8,32.57,1,48,1.79,0.8377
174.53,50.81,240.84,1.836,77.17,50.95,31.12,1,131,1.95,1.0327
199.27,53.36,181.03,1.597,89.7,59.59,27.2,0,15,1.79,0.3716
171.0,60.69,273.23,2.138,87.34,54.84,27.61,1,148,1.91,0.4678
205.27,63.6,167.58,1.769,87.05,44.29,25.52,0,40,1.86,0.4231
239.08,45.4,187.06,1.621,82.48,84.85,28.65,0,21,1.62,0.6877
230.17,59.83,191.64,1.588,84.35,76.66,27.49,0,15,1.61,0.5742
135.47,67.83,295.11,2.164,83.49,43.09,33.28,1,146,1.82,0.8436
223.72,61.92,185.31,1.588,87.64,79.08,28.86,0,17,1.88,0.4911
187.91,42.46,168.87,1.737,88.27,62.28,28.79,0,30,1.82,0.4642
143.33,78.02,275.74,1.987,84.41,30.69,25.88,1,70,1.61,0.5203
192.45,58.02,192.89,1.605,85.05,49.04,28.03,0,24,1.59,0.5661
192.11,44.37,199.58,1.467,90.46,31.42,26.39,0,32,1.74,0.3281
223.15,43.95,161.98,1.45,81.52,34.83,25.4,0,10,1.48,0.5995
219.45,53.89,152.07,1.717,81.76,39.84,26.84,0,8,1.46,0.6442
192.32,60.87,201.03,1.807,82.03,56.64,28.39,0,23,1.67,0.6948
249.31,46.71,173.21,1.613,87.25,50.97,27.5,0,7,1.76,0.4681
165.18,55.65,253.07,1.98,87.61,38.19,27.19,1,128,2.1,0.4467
186.79,60.2,155.51,1.723,81.16,51.7,27.98,0,16,1.58,0.7113
188.44,54.48,180.99,1.64,77.25,46.74,25.22,0,23,1.6,0.7302
126.72,78.6,292.72,1.712,84.66,52.56,26.74,1,77,1.71,0.5386
248.53,41.01,184.0,1.719,79.6,39.48,25.89,0,15,1.5,0.6813
169.36,69.82,289.26,1.84,76.95,63.53,25.66,1,131,1.66,0.7594
246.43,46.58,182.1,1.599,75.95,32.45,28.03,0,41,1.48,0.9107
211.09,43.75,204.22,1.547,87.15,51.33,24.42,0,16,1.83,0.3932
210.51,49.74,159.33,1.523,86.95,79.22,30.39,0,21,1.61,0.5662
215.0,48.87,179.64,1.606,87.12,53.08,22.86,0,8,1.82,0.3588
228.82,58.22,159.79,1.707,85.78,54.26,25.3,0,44,1.85,0.4586
205.73,54.95,202.55,1.604,88.9,33.74,27.24,0,9,1.73,0.4014
240.47,62.83,205.93,1.769,74.88,63.3,27.67,0,32,1.57,0.9314
182.05,43.64,174.0,1.784,86.43,81.5,26.3,0,39,1.82,0.4643
210.78,41.49,168.34,1.783,83.7,46.04,26.39,0,30,1.62,0.5607
215.77,53.37,166.76,1.593,85.74,51.63,27.32,0,39,1.52,0.518
222.49,40.03,201.58,1.543,81.65,62.35,26.04,0,36,1.52,0.6183
199.33,59.69,190.95,1.596,77.05,35.13,29.29,0,10,1.52,0.9348
140.6,68.97,228.79,2.135,82.41,82.27,28.66,1,107,1.97,0.6909
213.92,52.2,157.05,1.728,90.32,55.72,28.25,0,26,1.78,0.3713
150.42,73.73,244.08,1.689,86.6,36.33,28.0,1,116,1.91,0.5065
170.6,59.96,250.25,2.037,80.16,48.44,27.55,1,136,2.0,0.7305
231.65,50.78,203.83,1.316,77.49,50.56,25.9,0,23,1.6,0.7522
127.41,51.5,240.12,1.998,76.35,49.0,25.26,1,88,2.07,0.7609
135.11,51.89,248.38,1.937,86.98,68.13,30.11,1,50,1.99,0.5559
239.41,52.63,204.78,1.5,79.84,49.0,25.42,0,28,1.61,0.6548
198.2,43.75,152.85,1.702,80.84,47.81,27.81,0,12,1.57,0.7163
154.61,73.87,233.88,1.922,89.08,47.71,27.8,1,145,2.25,0.408
124.62,64.69,283.07,1.999,75.37,72.78,26.73,1,146,1.72,0.8643
211.66,42.45,158.76,1.488,92.72,46.96,24.71,0,23,1.89,0.2267
239.56,45.88,173.7,1.609,81.99,30.77,26.94,0,15,1.51,0.6399
234.49,48.93,193.36,1.715,76.48,50.1,28.08,0,26,1.62,0.8932
239.59,40.88,172.01,1.495,83.44,45.3,25.36,0,43,1.6,0.5359
174.84,60.33,293.94,2.077,80.19,80.0,26.33,1,47,1.78,0.679
221.54,48.1,196.91,1.607,88.07,56.28,24.04,0,32,1.82,0.3568
199.83,47.76,209.32,1.606,77.8,42.9,29.4,0,31,1.6,0.91
163.28,71.03,234.67,1.958,73.05,83.99,27.66,1,91,1.96,0.9987
227.89,61.08,200.78,1.693,83.62,43.57,25.31,0,36,1.49,0.5285
190.01,44.84,206.37,1.681,77.41,71.97,25.9,0,16,1.6,0.7549
170.53,54.46,280.03,1.984,83.84,65.73,27.42,1,93,1.68,0.5905
137.77,53.65,265.84,2.024,81.35,55.42,22.46,1,49,1.54,0.5071
236.72,60.12,194.84,1.689,82.56,52.32,25.0,0,30,1.58,0.5525
189.77,64.09,189.69,1.665,84.96,77.98,26.06,0,40,1.55,0.5074
234.84,40.17,191.6,1.563,84.71,56.13,24.15,0,34,1.88,0.4604
249.95,50.34,204.0,1.74,81.63,50.64,30.14,0,43,1.6,0.7857
239.57,58.35,190.98,1.704,88.07,49.48,25.37,0,30,1.86,0.3863
232.63,60.71,195.67,1.853,76.36,45.17,28.16,0,35,1.62,0.9019
226.35,41.56,162.96,1.412,82.95,52.49,26.92,0,23,1.65,0.605
209.52,57.02,204.76,1.684,68.77,36.6,24.53,0,30,1.62,0.9619
231.14,47.22,176.83,1.738,84.9,33.58,26.49,0,23,1.54,0.5225
230.69,41.86,159.66,1.721,80.73,59.78,28.07,0,43,1.76,0.7314
224.2,52.23,197.99,1.57,79.07,54.98,26.12,0,12,1.63,0.7086
235.74,43.95,171.38,1.436,83.08,39.54,28.89,0,43,1.56,0.6735
211.41,58.43,161.05,1.785,87.67,35.87,28.54,0,37,1.68,0.4809
128.33,59.84,252.39,1.942,78.32,37.88,29.78,1,149,1.83,0.9084
170.33,68.36,226.08,1.965,81.2,47.34,23.97,1,122,1.87,0.56
155.79,76.75,278.01,2.248,81.09,54.83,30.26,1,113,1.74,0.8144
176.29,68.9,276.92,1.847,73.44,40.63,30.43,1,101,1.68,1.1551
181.22,46.49,201.97,1.698,79.99,71.56,26.89,0,43,1.58,0.7088
206.8,51.7,176.91,1.51,88.78,40.63,27.59,0,32,1.78,0.4141
236.62,57.35,187.56,1.507,87.87,36.83,22.16,0,18,1.67,0.3238
156.07,65.7,253.22,2.02,72.25,84.7,28.73,1,80,2.08,1.0943
151.1,73.9,288.61,2.081,73.76,54.62,27.51,1,118,1.66,0.9639
212.89,53.11,189.26,1.714,84.96,39.35,25.94,0,20,1.52,0.5038
200.4,44.12,171.03,1.73,85.64,79.2,29.08,0,16,1.62,0.5779
213.43,55.58,188.56,1.515,74.8,42.71,27.34,0,32,1.53,0.9165
208.33,50.98,163.06,1.463,83.54,80.91,29.12,0,9,1.63,0.6639
172.42,58.23,256.24,1.959,92.85,36.54,23.67,1,124,2.04,0.2092
168.42,79.0,275.37,2.042,88.78,76.3,31.29,1,67,1.7,0.5125
227.85,42.79,180.31,1.575,82.36,40.13,29.77,0,44,1.58,0.7387
120.96,56.41,264.04,1.564,85.14,81.61,27.66,1,92,1.7,0.5507
122.86,53.51,269.43,1.781,69.49,61.58,30.39,1,57,1.53,1.3238
192.43,42.18,175.7,1.571,94.61,40.45,25.99,0,19,1.76,0.1811
217.19,59.81,168.4,1.703,81.39,76.47,25.81,0,33,1.57,0.6186
183.05,45.55,165.0,1.491,78.1,51.48,27.48,0,14,1.52,0.8031
214.94,52.58,160.95,1.688,81.14,70.3,27.87,0,29,1.55,0.7075
188.78,63.51,196.97,1.42,92.72,65.39,24.82,0,17,1.84,0.2282
238.65,54.28,163.33,1.631,94.57,69.29,26.64,0,11,1.78,0.1895
187.97,50.6,196.41,1.632,87.91,48.9,22.46,0,11,1.85,0.3287
215.93,40.17,179.1,1.656,86.04,81.64,29.38,0,31,1.55,0.5716
148.04,67.88,246.21,1.879,85.78,60.79,24.38,1,67,2.16,0.4341
248.02,54.47,159.93,1.414,78.36,34.27,26.61,0,30,1.56,0.7541
225.85,52.35,203.57,1.687,91.59,33.67,25.88,0,15,1.71,0.2807
200.15,49.1,186.17,1.417,78.48,70.6,28.79,0,17,1.53,0.8516
168.98,51.19,230.52,1.907,91.85,76.75,25.92,1,62,2.17,0.2727
188.98,48.31,192.23,1.767,90.17,68.24,26.47,0,15,1.84,0.3397
232.96,53.43,199.4,1.62,86.91,45.26,26.29,0,11,1.79,0.4476
171.22,73.87,245.53,2.044,90.28,42.42,29.3,1,86,2.26,0.3962
174.04,51.01,236.95,2.075,94.02,61.1,27.38,1,62,2.14,0.218
