jam,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec,irrigation_action
1,63.3,26.5,25.1,80.0,55.0,89.1,99.7,2.35,0
2,62.1,26.5,24.9,78.4,53.7,91.1,100.4,2.35,0
3,61.4,25.5,24.7,82.7,56.7,91.9,101.8,2.33,0
4,60.4,25.4,25.1,80.0,52.6,93.8,106.3,2.35,0
5,59.8,25.1,23.8,77.3,52.2,95.9,104.9,2.33,0
6,69.6,25.1,25.8,76.1,53.5,94.6,105.8,2.16,1
7,67.4,24.9,25.4,77.9,57.4,91.7,106.1,2.17,0
8,64.9,25.4,27.0,72.4,59.1,89.9,105.1,2.02,0
9,62.2,26.4,29.7,70.8,59.1,85.6,105.1,2.05,0
10,59.6,25.4,30.7,68.2,58.9,87.2,108.6,2.01,0
11,58.6,26.4,31.1,65.7,59.2,87.4,107.2,2.02,0
12,69.3,26.6,30.8,66.2,60.2,84.4,106.4,2.05,1
13,67.6,27.9,32.4,63.1,60.3,84.7,107.7,2.05,0
14,65.4,28.5,31.4,62.2,59.6,85.2,104.9,2.07,0
15,75.3,29.1,30.9,60.5,60.1,83.6,108.5,2.15,1
16,72.8,28.8,30.7,65.3,62.1,87.0,107.7,2.21,0
17,71.6,28.2,30.9,66.2,63.1,86.6,108.2,2.19,0
18,70.7,28.4,28.3,70.2,65.8,82.4,106.8,2.14,0
19,68.3,28.8,29.5,68.3,66.9,78.7,108.0,2.22,0
20,67.1,28.3,28.6,73.0,68.1,78.5,103.3,2.11,0
21,66.8,28.8,27.1,72.3,67.1,79.2,104.7,2.26,0
22,65.6,28.3,27.6,77.6,67.3,76.0,108.0,2.18,0
23,65.1,27.2,26.5,74.2,65.6,71.4,112.7,2.23,0
0,64.1,27.1,24.8,76.6,64.5,70.0,112.9,2.2,0
1,62.2,26.6,24.2,79.7,65.1,68.9,113.6,2.2,0
2,61.3,26.6,24.9,81.4,65.1,68.7,112.5,2.24,0
3,60.5,26.0,22.9,81.3,69.6,66.2,112.8,2.35,0
4,59.1,25.3,23.7,77.6,68.5,65.0,112.3,2.37,0
5,58.4,24.8,23.7,81.5,69.8,65.5,113.8,2.24,0
6,69.2,24.7,25.0,78.1,71.5,70.2,114.5,2.26,1
7,67.9,25.0,26.2,73.1,73.3,70.2,116.0,2.22,0
8,66.5,24.8,27.3,72.4,73.5,65.3,117.2,2.33,0
9,63.7,25.1,29.6,70.0,69.5,66.3,119.1,2.51,0
10,61.6,26.1,30.2,66.6,72.1,69.3,118.3,2.42,0
11,59.9,26.0,30.8,68.2,71.8,67.2,118.8,2.44,0
12,69.8,27.0,30.8,65.4,67.8,66.8,120.0,2.47,1
13,67.1,28.8,32.6,66.1,72.9,71.6,122.6,2.35,0
14,65.2,27.7,32.3,62.6,74.5,68.4,121.7,2.52,0
15,75.9,29.3,32.8,61.7,75.6,67.8,121.9,2.58,1
16,74.1,29.1,30.6,66.3,73.8,69.3,122.4,2.53,0
17,71.8,28.6,30.7,66.7,74.0,72.6,125.4,2.66,0
18,70.1,29.1,30.0,69.6,76.2,74.1,124.8,2.54,0
19,69.1,28.1,29.2,70.7,76.1,74.4,128.6,2.45,0
20,68.2,28.4,28.4,71.4,75.6,73.7,130.7,2.41,0
21,67.4,27.9,26.2,74.3,74.0,73.9,127.6,2.4,0
22,66.1,27.6,27.4,74.6,73.1,71.9,126.6,2.21,0
23,64.9,27.2,26.5,76.4,73.6,73.0,126.9,2.26,0
0,64.4,27.0,26.2,80.9,74.8,71.9,124.1,2.27,0
1,62.9,26.7,26.6,80.8,77.6,69.8,125.6,2.48,0
2,62.0,26.6,24.1,77.4,79.3,70.3,120.9,2.57,0
3,60.9,25.5,24.1,77.0,76.7,71.9,122.4,2.5,0
4,60.2,25.4,24.0,82.4,73.0,70.0,118.5,2.34,0
5,59.1,25.4,25.8,78.7,72.2,71.1,123.0,2.27,0
6,68.5,25.3,23.6,77.9,70.7,67.5,123.2,2.21,1
7,67.4,24.4,26.4,75.1,71.5,66.6,126.4,2.29,0
8,64.6,25.1,26.1,74.0,70.3,70.2,125.5,2.43,0
9,61.5,25.7,26.6,69.9,69.9,73.5,124.1,2.52,0
10,59.7,26.7,28.4,65.9,69.9,77.7,123.2,2.52,0
11,57.2,26.0,30.0,62.7,72.3,75.9,125.6,2.54,0
12,67.2,27.8,32.6,60.2,71.0,78.8,124.8,2.52,1
13,64.1,27.5,31.3,62.1,70.6,77.4,118.8,2.42,0
14,62.6,28.7,31.7,66.4,71.3,75.0,117.5,2.47,0
15,74.1,28.9,30.7,63.0,70.2,76.4,114.7,2.46,1
16,72.5,28.7,31.7,65.5,70.4,75.8,116.9,2.55,0
17,70.4,28.9,29.8,68.7,70.5,79.2,114.2,2.68,0
18,70.6,29.0,31.1,70.4,71.2,77.5,112.9,2.6,0
19,69.3,29.0,28.4,68.5,68.6,80.9,113.1,2.61,0
20,67.5,28.3,27.8,72.4,71.9,79.0,115.7,2.48,0
21,67.6,28.4,27.7,72.2,70.7,80.6,118.8,2.57,0
22,67.5,27.1,26.8,71.0,74.8,81.8,118.1,2.62,0
23,66.6,26.9,27.1,77.7,75.0,82.1,117.3,2.61,0
0,65.4,26.2,25.4,77.6,75.8,83.9,117.5,2.51,0
1,64.0,26.4,23.8,76.9,71.4,81.6,118.0,2.5,0
2,63.5,26.1,23.9,79.7,72.0,82.9,119.2,2.46,0
3,61.5,26.0,23.6,80.4,69.5,81.6,119.9,2.29,0
4,59.5,25.4,24.6,80.3,69.0,84.1,121.5,2.23,0
5,59.1,25.5,24.5,77.8,65.0,82.7,120.8,2.18,0
6,69.6,24.3,24.8,77.8,67.1,88.0,119.7,2.17,1
7,67.4,25.1,26.7,76.5,70.9,83.8,116.9,2.19,0
8,65.4,24.8,26.9,74.7,71.6,86.2,116.6,2.06,0
9,63.4,25.7,28.6,70.2,71.7,84.7,109.9,2.18,0
10,61.1,25.8,30.1,66.1,73.0,82.9,107.1,2.35,0
11,58.6,26.7,32.3,66.6,72.0,81.4,111.6,2.46,0
12,68.7,28.0,31.7,66.7,74.5,80.2,108.2,2.68,1
13,67.5,28.5,31.7,62.9,75.8,79.2,106.2,2.7,0
14,66.3,28.5,31.1,65.1,75.9,82.1,104.4,2.66,0
15,75.2,28.6,32.2,66.6,74.9,80.6,102.4,2.66,1
16,73.0,29.3,30.8,67.4,74.9,81.1,99.0,2.59,0
17,70.8,28.9,31.0,69.1,73.8,81.0,95.7,2.38,0
18,70.0,28.7,28.5,68.5,75.1,83.2,100.3,2.37,0
19,69.4,28.4,30.1,72.1,72.7,81.6,99.1,2.35,0
20,68.8,28.0,27.4,73.6,72.3,80.9,100.0,2.3,0
21,68.2,28.1,27.0,71.3,75.9,83.0,100.6,2.42,0
22,66.2,28.1,27.6,75.0,75.5,84.2,98.0,2.25,0
23,65.0,27.6,24.9,76.4,72.4,86.0,99.6,2.21,0
0,64.1,26.6,25.3,76.1,72.3,91.0,100.0,2.21,0
1,62.6,25.7,24.8,77.9,72.7,90.1,98.3,2.26,0
2,62.5,25.3,23.5,75.7,74.0,91.9,101.9,2.17,0
3,60.5,25.7,25.2,81.1,75.5,92.3,107.5,2.1,0
4,59.4,25.0,25.2,81.5,78.9,90.3,111.2,2.15,0
5,57.8,25.2,22.7,81.6,78.2,86.9,110.4,2.25,0
6,68.0,25.1,23.8,80.6,79.2,83.4,108.9,2.28,1
7,65.9,25.3,26.6,74.9,77.5,82.8,110.4,2.44,0
8,64.3,24.3,26.3,73.1,80.4,80.6,106.6,2.5,0
9,61.7,25.4,28.4,73.4,82.0,78.5,106.8,2.55,0
10,59.7,26.0,30.1,69.9,82.5,78.3,106.7,2.53,0
11,57.2,26.5,31.6,64.5,82.4,77.7,109.4,2.53,0
12,68.1,27.4,31.6,60.2,83.7,83.7,108.9,2.39,1
13,65.7,27.7,32.1,63.6,83.8,86.8,107.3,2.4,0
14,63.0,28.4,31.3,62.3,79.7,88.1,109.9,2.54,0
15,72.6,29.2,32.7,64.8,77.3,90.3,108.0,2.54,1
16,71.3,28.6,30.8,67.3,76.9,89.9,103.4,2.6,0
17,70.3,29.1,30.9,64.0,76.5,93.7,102.6,2.76,0
18,69.1,29.1,29.6,68.5,78.7,90.3,100.4,2.7,0
19,67.7,28.5,29.3,67.3,79.5,88.6,106.0,2.58,0
20,67.6,28.3,28.3,75.6,79.1,89.5,108.3,2.69,0
21,66.3,27.6,27.5,72.9,81.1,92.1,104.7,2.71,0
22,65.1,27.8,26.0,75.3,78.1,94.6,104.3,2.76,0
23,65.1,26.9,26.6,74.1,76.8,96.7,98.6,2.7,0
0,65.2,26.4,26.5,73.5,77.5,98.5,99.9,2.72,0
1,65.5,26.7,25.0,76.7,77.7,96.6,92.8,2.83,0
2,63.7,26.1,24.9,77.6,76.4,96.5,93.3,2.79,0
3,62.9,25.9,24.8,81.9,75.5,96.8,89.1,2.69,0
4,61.3,24.7,24.7,77.9,75.0,99.6,90.4,2.67,0
5,60.2,24.5,24.5,81.0,74.2,98.1,93.9,2.87,0
6,70.5,24.8,25.1,78.9,72.8,99.4,92.8,2.91,1
7,69.2,24.8,26.7,75.8,69.3,99.5,96.2,3.13,0
8,66.2,25.1,27.4,68.9,68.9,95.4,91.3,3.01,0
9,65.2,25.4,27.9,69.6,68.5,91.0,98.6,3.04,0
10,63.5,25.9,30.0,69.7,71.2,92.8,95.0,2.91,0
11,61.2,25.9,29.6,66.8,71.2,90.9,93.8,2.83,0
12,71.5,27.9,31.8,64.8,71.0,89.3,95.3,2.86,1
13,69.3,28.3,32.3,61.4,69.6,88.0,94.2,2.72,0
14,66.9,29.1,32.9,64.4,71.4,87.2,94.7,2.63,0
15,77.2,28.5,31.8,65.1,69.1,86.4,96.1,2.71,1
16,75.1,28.4,32.0,64.7,72.5,81.7,99.3,2.83,0
17,74.0,28.8,30.7,67.4,67.5,87.2,101.5,2.81,0
18,72.2,28.5,29.2,66.7,68.0,89.0,98.7,2.63,0
19,71.7,28.6,28.1,65.9,68.8,87.5,102.2,2.69,0
20,69.7,28.4,27.6,70.0,70.5,89.6,99.7,2.68,0
21,68.9,28.2,26.5,71.6,70.0,91.3,98.5,2.77,0
22,67.7,26.8,27.3,76.7,71.6,95.1,100.9,2.77,0
23,67.3,27.0,25.8,77.3,71.1,93.8,102.5,2.75,0
0,66.3,26.9,25.8,77.3,70.7,94.6,101.3,2.78,0
1,65.7,27.1,24.8,77.5,71.3,98.0,100.2,2.62,0
2,64.8,26.3,25.2,80.3,68.6,98.7,102.8,2.56,0
3,63.2,25.5,24.9,82.5,69.0,97.2,102.9,2.62,0
4,61.7,25.5,23.5,78.3,71.3,99.2,100.6,2.49,0
5,60.8,25.8,24.0,78.4,70.9,98.1,100.7,2.57,0
6,71.0,25.1,24.5,80.2,72.8,96.8,104.3,2.58,1
7,68.7,25.0,24.7,76.9,71.3,96.4,104.2,2.84,0
8,67.8,26.1,27.8,72.6,74.8,97.3,107.1,2.86,0
9,65.2,25.6,29.6,72.7,72.3,96.6,109.2,2.84,0
10,63.1,26.3,30.0,69.0,69.6,99.1,110.4,2.73,0
11,59.4,26.9,30.7,64.2,68.9,98.7,107.5,2.62,0
12,68.4,27.1,32.6,65.0,70.9,96.6,104.6,2.44,1
13,65.7,28.0,30.1,64.0,73.1,95.7,104.4,2.39,0
14,63.7,28.4,32.1,67.1,72.2,94.4,107.2,2.31,0
15,74.8,29.2,31.8,65.8,71.6,92.2,107.3,2.4,1
16,71.3,29.0,30.8,66.4,73.6,94.0,109.5,2.42,0
17,69.5,28.7,31.8,66.9,71.8,91.5,113.0,2.21,0
18,69.1,28.8,30.8,68.9,72.8,90.3,113.7,2.14,0
19,67.7,28.8,29.0,67.0,70.4,90.3,113.5,2.1,0
20,66.2,28.5,28.3,68.5,69.7,93.5,117.7,2.12,0
21,66.0,27.4,27.3,73.5,67.3,94.2,117.7,2.17,0
22,64.7,28.1,26.4,75.2,64.0,94.4,120.4,2.19,0
23,63.8,27.7,25.0,75.3,65.1,92.5,119.8,2.2,0
0,62.8,26.8,26.4,73.8,64.0,90.5,119.4,2.29,0
1,61.3,26.5,25.6,76.5,62.1,90.7,118.5,2.23,0
2,60.9,26.6,25.0,80.3,63.4,90.8,114.5,2.21,0
3,59.9,25.9,23.2,80.1,62.6,92.1,114.4,2.25,0
4,58.5,25.4,25.7,78.8,60.9,96.7,110.8,2.28,0
5,57.2,24.8,25.8,77.8,61.3,95.7,110.1,2.45,0
6,67.5,25.8,25.1,78.6,63.9,95.2,111.7,2.62,1
7,66.2,25.1,25.3,75.7,65.8,97.8,110.1,2.61,0
8,64.0,24.9,26.6,73.1,61.0,94.0,108.5,2.59,0
9,62.2,25.3,29.0,69.7,63.8,92.4,111.2,2.61,0
10,59.8,25.9,29.3,68.3,65.0,92.9,111.6,2.67,0
11,56.8,25.9,31.0,66.4,65.6,93.6,112.3,2.54,0
12,66.5,27.5,32.6,63.4,65.0,90.9,110.4,2.62,1
13,64.4,28.5,30.8,67.0,63.3,87.9,110.8,2.53,0
14,62.0,28.4,33.5,63.1,65.1,90.1,110.3,2.52,0
15,72.4,29.2,32.9,65.0,64.7,91.7,113.3,2.61,1
16,70.6,28.9,30.2,62.7,64.4,92.9,112.6,2.57,0
17,69.3,28.9,29.5,64.8,66.5,92.7,110.3,2.51,0
18,69.2,28.8,29.8,69.7,67.2,94.9,112.5,2.4,0
19,68.7,28.9,28.4,70.8,68.2,96.4,113.4,2.42,0
20,67.7,28.3,28.2,71.6,67.6,96.3,116.3,2.5,0
21,67.2,28.6,25.5,71.6,67.7,97.4,119.0,2.48,0
22,66.5,27.3,26.6,75.1,67.3,99.0,117.2,2.57,0
23,65.8,27.3,27.4,74.2,65.5,96.9,118.3,2.55,0
0,64.8,27.7,24.4,79.3,65.3,95.2,121.2,2.55,0
1,63.8,27.0,24.5,73.7,64.3,98.2,121.0,2.61,0
2,63.3,25.6,23.2,78.6,61.6,93.9,124.0,2.68,0
3,62.8,25.5,24.6,78.4,62.7,94.8,122.3,2.64,0
4,62.6,25.8,23.8,82.3,61.1,92.7,125.8,2.46,0
5,61.5,24.9,25.8,79.2,60.9,91.8,130.7,2.56,0
6,71.5,25.0,25.1,80.4,62.4,89.3,131.6,2.41,1
7,69.8,25.1,25.7,78.6,59.0,91.2,131.1,2.41,0
8,68.4,24.7,27.7,74.2,61.3,91.7,129.9,2.46,0
9,66.2,25.5,28.3,67.7,65.6,93.1,129.7,2.34,0
10,64.1,25.6,28.9,66.6,66.5,97.8,130.7,2.3,0
11,61.1,27.0,31.3,65.0,66.7,98.7,135.1,2.35,0
12,71.4,27.6,31.6,65.2,68.1,96.9,133.3,2.46,1
13,70.0,28.2,32.1,64.7,67.8,95.8,132.7,2.49,0
14,67.6,28.9,32.2,61.8,69.8,95.1,132.1,2.63,0
15,77.1,28.8,31.2,66.1,68.3,93.7,132.7,2.5,1
16,76.0,29.0,31.6,63.7,68.1,90.4,130.9,2.65,0
17,73.5,29.3,32.1,66.0,65.7,91.3,131.7,2.67,0
18,73.1,28.3,29.1,68.5,67.4,89.4,127.4,2.51,0
19,71.5,28.4,30.6,69.3,67.2,86.5,128.0,2.44,0
20,70.6,28.0,28.2,74.0,66.7,87.7,125.6,2.39,0
21,70.5,28.6,27.0,74.9,64.1,86.1,129.1,2.35,0
22,68.4,27.8,28.7,72.1,65.9,82.6,129.7,2.47,0
23,67.1,27.2,26.1,74.0,66.6,82.4,130.6,2.48,0
0,66.8,27.2,26.4,79.4,65.9,83.1,131.8,2.42,0
1,64.8,27.1,25.4,78.7,67.1,87.8,131.5,2.52,0
2,63.7,25.7,23.0,80.4,66.5,87.3,134.0,2.53,0
3,62.4,25.7,24.2,79.9,67.3,93.0,131.4,2.54,0
4,60.8,25.7,23.6,82.2,69.1,91.0,128.8,2.44,0
5,60.4,25.6,23.2,80.9,71.7,90.3,128.9,2.53,0
6,70.0,24.4,23.5,79.5,68.1,86.0,130.3,2.51,1
7,67.9,25.1,26.1,74.8,65.8,84.3,128.1,2.47,0
8,65.3,24.9,27.8,74.5,63.1,81.8,128.8,2.37,0
9,62.9,25.3,29.0,67.7,60.6,78.0,124.8,2.14,0
10,60.8,26.0,29.8,67.6,58.4,76.8,126.0,2.06,0
11,58.5,26.3,30.4,64.7,55.9,76.1,131.8,2.15,0
12,68.6,27.2,31.0,63.1,57.0,74.4,131.0,2.13,1
13,66.4,28.3,31.6,62.3,56.0,76.8,128.3,2.14,0
14,64.5,28.7,31.1,60.6,56.8,75.2,129.4,2.05,0
15,74.3,29.2,31.5,66.9,57.3,76.8,130.5,1.96,1
16,72.0,28.6,31.2,65.1,54.5,77.8,130.3,2.06,0
17,70.2,28.8,30.0,66.3,55.0,78.9,130.5,2.02,0
18,68.2,29.4,29.8,68.9,54.8,80.8,128.9,2.05,0
19,68.0,28.6,28.6,71.4,53.7,83.1,123.7,2.13,0
20,66.6,28.4,28.4,73.6,54.3,82.5,123.7,2.04,0
21,67.1,27.3,28.0,72.1,53.2,80.1,120.7,2.06,0
22,65.8,27.3,26.9,74.8,54.4,80.8,119.2,2.15,0
23,65.3,27.1,26.4,74.4,55.9,80.5,121.5,2.1,0
0,64.0,26.6,24.0,78.7,53.3,83.0,123.3,2.17,0
1,63.4,26.1,24.5,78.5,52.3,80.3,123.7,2.02,0
2,63.1,25.9,24.6,80.9,48.9,81.6,119.4,1.91,0
3,61.3,25.2,24.6,81.3,47.1,83.9,119.3,1.77,0
4,60.0,26.2,22.7,81.4,47.6,80.5,116.9,1.78,0
5,58.9,24.2,24.4,80.5,45.4,81.2,117.1,1.83,0
6,67.7,25.2,25.9,78.3,48.0,80.7,116.1,1.92,1
7,66.6,25.1,25.9,73.8,45.9,81.5,117.2,1.75,0
8,64.4,25.0,27.2,74.0,52.4,79.0,117.9,1.59,0
9,62.6,25.1,29.1,73.6,52.6,78.4,116.9,1.63,0
10,59.8,26.0,30.2,67.2,53.3,78.3,116.7,1.77,0
11,57.0,26.4,31.6,64.7,52.9,76.3,116.9,1.79,0
12,66.6,27.3,31.8,65.6,51.7,76.6,115.6,1.61,1
13,64.7,27.8,32.1,67.0,54.6,76.4,117.0,1.55,0
14,63.4,27.5,31.3,62.3,57.7,77.4,115.2,1.67,0
15,73.5,29.3,31.5,60.3,57.7,74.8,109.7,1.62,1
16,71.8,29.4,32.2,64.4,57.3,73.8,114.0,1.63,0
17,69.3,29.1,30.5,66.8,56.0,73.1,113.5,1.75,0
18,67.5,29.2,29.9,67.7,54.2,77.3,118.5,1.95,0
19,66.5,29.3,28.8,69.1,54.8,76.6,114.8,2.07,0
20,66.3,27.7,29.0,70.3,51.8,76.2,115.2,1.91,0
21,65.7,28.1,26.9,71.7,50.2,76.9,115.5,1.89,0
22,64.4,27.2,27.5,73.0,50.1,78.3,116.9,2.11,0
23,62.9,27.1,25.3,76.6,50.5,81.3,117.1,2.19,0
0,61.7,26.7,24.5,78.4,50.4,80.0,121.6,2.24,0
1,60.1,26.8,24.9,75.6,49.9,82.0,119.5,2.29,0
2,59.5,25.8,24.4,82.2,51.1,85.5,120.1,2.19,0
3,57.9,26.5,24.3,80.6,52.2,85.8,120.3,2.18,0
4,56.1,25.2,24.9,81.0,52.9,83.3,122.1,2.08,0
5,55.4,24.7,23.9,79.0,53.5,81.5,123.3,2.02,0
6,65.1,24.8,25.3,78.6,51.2,79.2,121.1,2.18,1
7,63.3,24.7,25.3,74.0,55.8,77.2,120.0,2.25,0
8,60.8,25.0,28.3,76.2,55.0,77.9,117.0,2.45,0
9,59.6,25.3,29.2,73.2,56.6,76.3,112.6,2.34,0
10,57.3,25.7,30.4,67.6,57.0,77.6,109.9,2.38,0
11,55.3,26.6,31.2,63.5,58.2,76.0,114.4,2.36,0
12,65.7,26.9,31.1,63.9,56.0,80.7,114.9,2.49,1
13,64.1,27.6,31.7,65.1,56.5,78.9,112.4,2.39,0
14,61.1,28.2,32.3,63.5,54.4,79.5,115.8,2.3,0
15,70.4,28.8,31.6,63.3,52.5,78.8,114.7,2.2,1
16,67.8,28.1,31.3,65.8,50.8,82.0,113.3,2.27,0
17,66.1,29.2,29.6,65.1,49.0,80.2,117.3,2.2,0
18,65.7,29.4,30.1,70.4,48.5,77.7,117.9,2.16,0
19,65.2,28.3,28.7,71.2,49.5,76.9,120.2,2.24,0
20,63.1,28.5,27.6,72.4,50.8,75.8,120.4,1.98,0
21,61.8,27.8,27.5,71.6,53.0,78.6,117.8,1.95,0
22,60.9,26.9,25.3,74.8,55.9,78.7,117.2,2.07,0
23,60.0,27.1,26.6,78.0,59.6,76.5,117.0,1.95,0
0,59.2,27.2,26.0,73.6,59.0,77.4,115.9,2.02,0
1,58.7,26.4,24.7,78.8,59.4,76.6,119.9,2.23,0
2,57.8,26.1,23.6,81.8,58.1,78.9,122.1,2.36,0
3,57.4,25.8,23.3,83.1,61.1,74.3,120.5,2.28,0
4,56.0,25.7,23.9,78.3,62.9,72.6,116.6,2.13,0
5,54.3,25.1,22.3,80.0,65.2,72.5,117.5,2.15,0
6,64.2,25.3,25.1,80.0,64.0,69.0,118.3,2.25,1
7,62.7,25.6,26.5,78.2,64.8,69.3,120.2,2.32,0
8,61.1,24.8,27.1,70.1,63.3,72.9,124.6,2.53,0
9,59.6,25.4,28.3,67.0,63.2,75.5,123.3,2.33,0
10,57.2,26.4,30.1,68.3,65.3,74.4,123.5,2.29,0
11,54.6,26.8,31.3,66.8,65.1,78.1,123.4,2.09,0
12,64.2,27.6,32.6,64.3,65.6,77.3,124.1,2.0,1
13,62.6,28.3,32.0,63.4,65.0,77.4,124.8,1.86,0
14,60.3,28.3,31.4,66.5,62.4,78.8,126.9,1.86,0
15,71.0,28.8,31.3,67.4,61.4,79.8,124.0,1.88,1
16,69.9,28.4,31.4,64.5,58.7,83.0,126.3,1.95,0
17,67.9,28.3,31.9,66.9,59.8,76.3,123.8,1.85,0
18,66.6,28.7,29.7,65.9,59.8,78.2,123.1,1.65,0
19,65.8,29.4,28.4,72.7,60.6,78.0,120.9,1.63,0
20,64.2,28.7,27.7,68.6,55.7,77.4,117.1,1.8,0
21,63.5,27.6,25.9,70.9,54.1,80.8,122.2,1.82,0
22,61.3,27.4,27.0,72.9,60.1,80.1,120.7,1.91,0
23,60.0,27.7,24.9,74.1,59.9,76.2,120.4,1.78,0
0,58.9,26.5,24.3,79.7,59.9,77.6,122.7,1.84,0
1,58.2,26.6,23.2,82.7,59.3,78.3,122.0,1.89,0
2,56.9,25.4,23.5,79.8,62.9,75.6,121.6,1.96,0
3,55.1,25.5,24.5,79.2,61.3,75.8,123.8,1.92,0
4,53.9,25.6,23.0,81.3,60.1,79.5,121.9,1.81,0
5,54.0,25.3,22.8,77.9,62.2,81.1,124.4,1.69,0
6,63.6,25.0,25.1,80.5,62.6,78.5,123.6,1.72,1
7,60.9,24.7,25.7,75.9,63.9,77.9,123.9,1.8,0
8,58.8,25.1,27.7,74.1,66.4,75.9,123.8,1.69,0
9,56.3,25.7,29.3,69.4,67.3,78.8,124.2,1.53,0
10,54.0,26.2,30.0,67.6,65.2,83.8,121.4,1.67,0
11,52.3,26.1,30.0,63.0,66.8,81.4,120.2,1.63,0
12,63.2,27.4,31.7,64.5,66.7,82.2,119.0,1.61,1
13,61.1,27.6,32.4,65.6,65.8,81.6,121.3,1.59,0
14,58.5,28.6,31.4,60.8,65.0,82.5,121.4,1.63,0
15,68.1,28.3,30.5,62.9,66.5,80.9,121.8,1.59,1
16,66.1,28.9,32.1,64.7,66.4,83.9,121.6,1.68,0
17,63.7,29.7,30.3,66.1,69.2,83.7,119.6,1.74,0
18,62.2,29.2,29.7,67.8,67.3,81.4,119.8,1.78,0
19,62.3,28.2,29.2,69.4,66.6,83.9,116.0,1.73,0
20,61.7,28.1,29.2,71.7,70.0,85.6,115.0,1.74,0
21,60.7,28.0,27.8,72.8,71.1,87.3,111.0,1.99,0
22,57.7,27.9,26.5,71.4,68.0,85.8,112.5,2.01,0
23,56.7,26.0,26.5,76.6,68.6,86.7,110.7,1.83,0
0,55.3,27.4,27.0,79.5,65.4,90.0,110.6,1.97,0
1,54.2,26.8,25.9,78.9,65.8,92.5,112.5,2.03,0
2,53.7,26.1,24.9,76.1,65.0,96.0,112.5,2.09,0
3,53.5,25.9,23.2,80.2,64.9,90.2,113.7,2.05,0
4,52.1,25.6,27.0,80.9,63.9,88.9,111.7,2.17,0
5,51.5,24.9,23.3,77.7,60.1,88.7,112.9,2.28,0
6,60.5,25.1,24.6,78.3,60.9,89.1,118.5,2.44,1
7,58.2,24.9,25.4,78.3,63.9,89.7,117.2,2.39,0
8,56.1,24.7,28.6,76.3,64.0,86.1,118.8,2.37,0
9,55.1,25.4,29.0,70.8,65.6,87.1,116.4,2.4,0
10,53.6,25.8,28.9,68.9,65.1,83.1,111.6,2.21,0
11,51.8,26.3,31.3,65.6,65.3,80.4,114.1,2.28,0
12,62.1,27.1,32.2,63.7,66.2,80.9,111.6,2.38,1
13,60.0,28.0,31.7,66.5,68.0,82.2,108.5,2.25,0
14,56.7,28.2,30.9,65.9,66.3,80.7,109.0,2.2,0
15,66.8,28.7,31.1,65.8,68.4,77.7,107.8,2.12,1
16,64.7,28.7,30.9,64.6,65.8,78.1,106.8,2.11,0
17,63.2,29.3,30.7,69.3,66.6,77.4,109.0,2.08,0
18,62.8,28.6,29.6,69.9,66.1,78.5,106.7,2.04,0
19,62.0,29.1,29.8,67.2,65.2,81.0,107.6,2.18,0
20,60.0,27.5,27.7,73.1,63.9,79.7,105.9,2.16,0
21,58.5,27.8,26.2,73.1,64.6,82.6,104.8,2.1,0
22,57.3,28.2,26.2,75.0,60.1,81.1,102.8,2.04,0
23,56.8,26.4,27.1,72.4,57.9,82.5,104.9,2.0,0
0,55.8,27.5,24.9,74.7,54.5,83.7,104.9,1.96,0
1,54.0,26.1,26.6,80.3,54.4,84.6,107.5,1.96,0
2,53.1,25.8,24.7,77.9,53.9,86.1,106.8,1.9,0
3,52.0,24.9,23.2,81.3,59.0,85.9,106.8,2.09,0
4,50.7,25.0,23.3,77.6,59.2,82.1,104.7,2.11,0
5,49.4,25.0,24.4,76.9,59.6,80.8,101.5,2.17,0
6,59.1,25.2,24.0,81.6,58.8,79.3,98.4,2.14,1
7,57.7,24.4,27.9,77.6,61.5,78.8,106.3,2.14,0
8,55.7,24.7,26.5,73.2,62.5,81.5,103.9,2.12,0
9,53.3,25.3,29.2,71.0,64.1,81.7,106.5,2.15,0
10,51.4,25.9,31.2,66.7,66.5,86.0,104.6,2.1,0
11,49.2,26.7,31.0,66.5,70.4,88.5,101.8,2.17,0
12,59.0,27.0,31.0,66.6,71.4,88.5,97.5,2.14,1
13,57.4,28.3,31.8,63.3,71.9,88.2,101.2,2.06,0
14,55.3,28.2,32.2,65.0,74.0,86.6,101.4,2.06,0
15,65.6,28.3,32.4,61.6,71.3,89.9,109.9,1.98,1
16,63.7,29.1,31.3,68.8,70.6,89.5,111.1,2.07,0
17,62.0,29.5,29.6,68.5,74.5,85.5,111.7,2.03,0
18,61.3,29.8,30.0,67.9,71.2,85.9,111.6,2.05,0
19,61.0,28.6,28.7,68.9,72.1,86.7,109.8,2.07,0
20,60.6,28.2,26.7,73.7,72.3,85.4,108.1,1.9,0
21,59.4,28.2,27.0,71.9,72.8,84.8,112.1,1.92,0
22,57.8,27.6,25.6,75.1,73.5,87.7,112.2,2.1,0
23,55.9,27.2,26.5,75.4,75.7,87.1,110.7,2.16,0
0,55.1,26.3,26.9,75.7,74.5,84.4,112.9,2.11,0
1,54.9,26.6,26.3,80.3,72.2,87.2,112.2,2.12,0
2,54.1,26.3,23.9,78.6,69.2,87.2,111.5,2.14,0
3,53.1,25.7,23.7,80.7,71.0,88.4,111.4,2.15,0
