jam,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec,plant_age,fase,recommendation
18,64.0,28.1,30.2,67.8,56.7,79.7,100.5,2.49,13,establishment,2
19,62.1,28.9,28.7,67.7,58.7,81.9,101.6,2.5,13,establishment,0
20,60.9,28.2,28.5,74.3,58.6,84.6,103.6,2.56,13,establishment,0
21,60.8,28.4,27.2,72.0,55.5,84.4,105.2,2.49,13,establishment,0
22,59.8,27.8,27.9,74.4,57.1,84.5,104.5,2.53,13,establishment,0
23,58.3,27.4,24.9,76.5,59.7,83.4,102.2,2.58,13,establishment,0
0,56.4,26.9,25.6,80.0,62.5,84.8,106.3,2.5,14,establishment,0
1,54.7,25.5,26.2,77.1,64.9,88.8,105.5,2.6,14,establishment,0
2,54.4,26.2,23.7,79.0,65.2,89.5,110.7,2.62,14,establishment,0
3,54.1,25.6,24.3,77.5,64.4,90.4,109.6,2.6,14,establishment,0
4,52.5,25.8,24.2,81.9,65.0,88.9,109.1,2.33,14,establishment,0
5,52.2,24.8,23.7,80.3,64.0,87.1,107.0,2.43,14,establishment,0
6,61.4,24.6,25.5,78.4,63.4,88.2,106.8,2.57,14,establishment,0
7,58.7,25.4,26.1,76.5,63.0,87.5,108.6,2.57,14,establishment,0
8,57.3,24.8,26.6,76.7,64.3,89.9,106.6,2.63,14,establishment,0
9,55.0,25.8,30.1,70.4,65.1,86.2,112.0,2.68,14,establishment,0
10,53.5,25.5,30.6,66.9,61.1,87.5,115.7,2.62,14,establishment,0
11,52.4,26.6,30.9,64.8,61.2,86.5,115.8,2.78,14,establishment,0
12,62.6,27.5,31.2,66.3,60.5,83.8,116.2,2.82,14,establishment,0
13,61.2,27.9,31.4,65.1,59.6,82.1,114.6,2.75,14,establishment,0
14,60.4,28.4,32.9,65.0,59.1,85.3,115.7,2.94,14,establishment,0
15,70.8,29.2,31.5,63.5,60.0,89.8,114.5,2.78,14,establishment,0
16,69.7,28.2,31.6,66.5,61.2,90.5,114.0,2.76,14,establishment,3
17,68.0,28.6,30.5,67.7,59.3,86.5,113.9,2.67,14,establishment,0
18,66.6,28.2,30.5,68.2,62.2,82.2,113.3,2.58,14,establishment,0
19,65.9,28.2,29.1,69.3,60.5,80.8,109.4,2.65,14,establishment,0
20,65.6,28.0,29.0,72.0,60.2,80.0,108.0,2.64,14,establishment,0
21,64.0,28.2,27.4,73.6,61.7,77.7,108.4,2.58,14,establishment,2
22,63.1,27.5,27.4,73.6,57.3,80.2,110.9,2.52,14,establishment,0
23,62.9,27.4,26.5,75.4,54.7,80.8,108.7,2.54,14,establishment,0
0,62.7,27.2,25.2,74.3,56.9,82.0,106.5,2.53,15,establishment,0
1,61.4,27.0,24.1,79.5,59.3,79.9,108.9,2.56,15,establishment,2
2,60.2,25.9,23.6,79.1,59.4,82.2,110.2,2.54,15,establishment,0
3,59.2,24.5,23.5,82.6,58.3,80.0,109.0,2.57,15,establishment,0
4,59.7,25.5,23.2,76.8,58.1,83.4,111.0,2.55,15,establishment,0
5,58.3,25.6,24.9,79.8,58.6,84.1,106.3,2.4,15,establishment,0
6,67.4,24.6,24.9,79.2,54.6,87.1,111.9,2.49,15,establishment,0
7,66.0,24.7,27.3,74.7,54.4,82.2,108.5,2.22,15,establishment,0
8,63.1,25.4,29.1,74.3,54.1,81.5,107.5,2.35,15,establishment,0
9,61.3,25.7,28.7,71.1,57.7,77.5,103.5,2.47,15,establishment,2
10,59.0,26.2,28.8,69.0,56.8,79.5,107.9,2.45,15,establishment,2
11,57.7,26.9,30.8,65.5,57.0,77.8,109.7,2.39,15,establishment,2
12,67.4,26.6,31.7,58.8,58.9,81.0,112.7,2.45,15,establishment,0
13,66.0,28.3,30.8,64.1,58.5,83.8,108.4,2.6,15,establishment,0
14,63.6,28.3,31.7,64.3,61.2,82.4,108.5,2.66,15,establishment,0
15,74.1,29.7,31.9,63.4,58.4,83.0,110.0,2.56,15,establishment,0
16,72.4,29.7,30.9,63.1,56.6,82.5,109.2,2.54,15,establishment,0
17,70.4,28.9,30.1,67.6,54.6,78.5,110.2,2.36,15,establishment,2
18,70.3,29.4,29.4,68.7,53.1,82.4,108.9,2.21,15,establishment,0
19,69.6,28.3,30.7,72.4,50.5,81.6,108.1,2.27,15,establishment,0
20,68.4,28.5,28.3,69.7,53.2,82.4,106.1,2.26,15,establishment,0
21,67.5,28.2,26.9,75.0,52.6,86.4,103.3,2.34,15,establishment,0
22,65.5,28.0,26.5,74.5,53.3,84.7,103.6,2.29,15,establishment,0
23,64.9,26.6,26.8,75.1,52.4,85.8,100.8,2.3,15,establishment,0
0,63.7,27.6,24.8,78.3,53.7,86.0,101.8,2.26,16,establishment,0
1,63.3,26.5,25.1,80.0,55.0,89.1,99.7,2.35,16,establishment,0
2,62.1,26.5,24.9,78.4,53.7,91.1,100.4,2.35,16,establishment,0
3,61.4,25.5,24.7,82.7,56.7,91.9,101.8,2.33,16,establishment,0
4,60.4,25.4,25.1,80.0,52.6,93.8,106.3,2.35,16,establishment,0
5,59.8,25.1,23.8,77.3,52.2,95.9,104.9,2.33,16,establishment,0
6,69.6,25.1,25.8,76.1,53.5,94.6,105.8,2.16,16,establishment,0
7,67.4,24.9,25.4,77.9,57.4,91.7,106.1,2.17,16,establishment,0
8,64.9,25.4,27.0,72.4,59.1,89.9,105.1,2.02,16,establishment,0
9,62.2,26.4,29.7,70.8,59.1,85.6,105.1,2.05,16,establishment,0
10,59.6,25.4,30.7,68.2,58.9,87.2,108.6,2.01,16,establishment,0
11,58.6,26.4,31.1,65.7,59.2,87.4,107.2,2.02,16,establishment,0
12,69.3,26.6,30.8,66.2,60.2,84.4,106.4,2.05,16,establishment,0
13,67.6,27.9,32.4,63.1,60.3,84.7,107.7,2.05,16,establishment,0
14,65.4,28.5,31.4,62.2,59.6,85.2,104.9,2.07,16,establishment,0
15,75.3,29.1,30.9,60.5,60.1,83.6,108.5,2.15,16,establishment,0
16,72.8,28.8,30.7,65.3,62.1,87.0,107.7,2.21,16,establishment,0
17,71.6,28.2,30.9,66.2,63.1,86.6,108.2,2.19,16,establishment,3
18,70.7,28.4,28.3,70.2,65.8,82.4,106.8,2.14,16,establishment,0
19,68.3,28.8,29.5,68.3,66.9,78.7,108.0,2.22,16,establishment,2
20,67.1,28.3,28.6,73.0,68.1,78.5,103.3,2.11,16,establishment,2
21,66.8,28.8,27.1,72.3,67.1,79.2,104.7,2.26,16,establishment,2
22,65.6,28.3,27.6,77.6,67.3,76.0,108.0,2.18,16,establishment,2
23,65.1,27.2,26.5,74.2,65.6,71.4,112.7,2.23,16,establishment,2
0,64.1,27.1,24.8,76.6,64.5,70.0,112.9,2.2,17,establishment,2
1,62.2,26.6,24.2,79.7,65.1,68.9,113.6,2.2,17,establishment,2
2,61.3,26.6,24.9,81.4,65.1,68.7,112.5,2.24,17,establishment,2
3,60.5,26.0,22.9,81.3,69.6,66.2,112.8,2.35,17,establishment,2
4,59.1,25.3,23.7,77.6,68.5,65.0,112.3,2.37,17,establishment,2
5,58.4,24.8,23.7,81.5,69.8,65.5,113.8,2.24,17,establishment,2
6,69.2,24.7,25.0,78.1,71.5,70.2,114.5,2.26,17,establishment,2
7,67.9,25.0,26.2,73.1,73.3,70.2,116.0,2.22,17,establishment,2
8,66.5,24.8,27.3,72.4,73.5,65.3,117.2,2.33,17,establishment,2
9,63.7,25.1,29.6,70.0,69.5,66.3,119.1,2.51,17,establishment,2
10,61.6,26.1,30.2,66.6,72.1,69.3,118.3,2.42,17,establishment,2
11,59.9,26.0,30.8,68.2,71.8,67.2,118.8,2.44,17,establishment,2
12,69.8,27.0,30.8,65.4,67.8,66.8,120.0,2.47,17,establishment,2
13,67.1,28.8,32.6,66.1,72.9,71.6,122.6,2.35,17,establishment,2
14,65.2,27.7,32.3,62.6,74.5,68.4,121.7,2.52,17,establishment,2
15,75.9,29.3,32.8,61.7,75.6,67.8,121.9,2.58,17,establishment,2
16,74.1,29.1,30.6,66.3,73.8,69.3,122.4,2.53,17,establishment,2
17,71.8,28.6,30.7,66.7,74.0,72.6,125.4,2.66,17,establishment,2
18,70.1,29.1,30.0,69.6,76.2,74.1,124.8,2.54,17,establishment,2
19,69.1,28.1,29.2,70.7,76.1,74.4,128.6,2.45,17,establishment,2
20,68.2,28.4,28.4,71.4,75.6,73.7,130.7,2.41,17,establishment,2
21,67.4,27.9,26.2,74.3,74.0,73.9,127.6,2.4,17,establishment,2
22,66.1,27.6,27.4,74.6,73.1,71.9,126.6,2.21,17,establishment,2
23,64.9,27.2,26.5,76.4,73.6,73.0,126.9,2.26,17,establishment,2
0,64.4,27.0,26.2,80.9,74.8,71.9,124.1,2.27,18,establishment,2
1,62.9,26.7,26.6,80.8,77.6,69.8,125.6,2.48,18,establishment,2
2,62.0,26.6,24.1,77.4,79.3,70.3,120.9,2.57,18,establishment,2
3,60.9,25.5,24.1,77.0,76.7,71.9,122.4,2.5,18,establishment,2
4,60.2,25.4,24.0,82.4,73.0,70.0,118.5,2.34,18,establishment,2
5,59.1,25.4,25.8,78.7,72.2,71.1,123.0,2.27,18,establishment,2
6,68.5,25.3,23.6,77.9,70.7,67.5,123.2,2.21,18,establishment,2
7,67.4,24.4,26.4,75.1,71.5,66.6,126.4,2.29,18,establishment,2
8,64.6,25.1,26.1,74.0,70.3,70.2,125.5,2.43,18,establishment,2
9,61.5,25.7,26.6,69.9,69.9,73.5,124.1,2.52,18,establishment,2
10,59.7,26.7,28.4,65.9,69.9,77.7,123.2,2.52,18,establishment,2
11,57.2,26.0,30.0,62.7,72.3,75.9,125.6,2.54,18,establishment,2
12,67.2,27.8,32.6,60.2,71.0,78.8,124.8,2.52,18,establishment,2
13,64.1,27.5,31.3,62.1,70.6,77.4,118.8,2.42,18,establishment,2
14,62.6,28.7,31.7,66.4,71.3,75.0,117.5,2.47,18,establishment,2
15,74.1,28.9,30.7,63.0,70.2,76.4,114.7,2.46,18,establishment,2
16,72.5,28.7,31.7,65.5,70.4,75.8,116.9,2.55,18,establishment,2
17,70.4,28.9,29.8,68.7,70.5,79.2,114.2,2.68,18,establishment,2
18,70.6,29.0,31.1,70.4,71.2,77.5,112.9,2.6,18,establishment,2
19,69.3,29.0,28.4,68.5,68.6,80.9,113.1,2.61,18,establishment,0
20,67.5,28.3,27.8,72.4,71.9,79.0,115.7,2.48,18,establishment,2
21,67.6,28.4,27.7,72.2,70.7,80.6,118.8,2.57,18,establishment,0
22,67.5,27.1,26.8,71.0,74.8,81.8,118.1,2.62,18,establishment,0
23,66.6,26.9,27.1,77.7,75.0,82.1,117.3,2.61,18,establishment,0
0,65.4,26.2,25.4,77.6,75.8,83.9,117.5,2.51,19,establishment,0
1,64.0,26.4,23.8,76.9,71.4,81.6,118.0,2.5,19,establishment,0
2,63.5,26.1,23.9,79.7,72.0,82.9,119.2,2.46,19,establishment,8
3,61.5,26.0,23.6,80.4,69.5,81.6,119.9,2.29,19,establishment,0
4,59.5,25.4,24.6,80.3,69.0,84.1,121.5,2.23,19,establishment,0
5,59.1,25.5,24.5,77.8,65.0,82.7,120.8,2.18,19,establishment,0
6,69.6,24.3,24.8,77.8,67.1,88.0,119.7,2.17,19,establishment,0
7,67.4,25.1,26.7,76.5,70.9,83.8,116.9,2.19,19,establishment,1
8,65.4,24.8,26.9,74.7,71.6,86.2,116.6,2.06,19,establishment,0
9,63.4,25.7,28.6,70.2,71.7,84.7,109.9,2.18,19,establishment,0
10,61.1,25.8,30.1,66.1,73.0,82.9,107.1,2.35,19,establishment,0
11,58.6,26.7,32.3,66.6,72.0,81.4,111.6,2.46,19,establishment,0
12,68.7,28.0,31.7,66.7,74.5,80.2,108.2,2.68,19,establishment,0
13,67.5,28.5,31.7,62.9,75.8,79.2,106.2,2.7,19,establishment,2
14,66.3,28.5,31.1,65.1,75.9,82.1,104.4,2.66,19,establishment,0
15,75.2,28.6,32.2,66.6,74.9,80.6,102.4,2.66,19,establishment,0
16,73.0,29.3,30.8,67.4,74.9,81.1,99.0,2.59,19,establishment,0
17,70.8,28.9,31.0,69.1,73.8,81.0,95.7,2.38,19,establishment,0
18,70.0,28.7,28.5,68.5,75.1,83.2,100.3,2.37,19,establishment,0
19,69.4,28.4,30.1,72.1,72.7,81.6,99.1,2.35,19,establishment,0
20,68.8,28.0,27.4,73.6,72.3,80.9,100.0,2.3,19,establishment,0
21,68.2,28.1,27.0,71.3,75.9,83.0,100.6,2.42,19,establishment,0
22,66.2,28.1,27.6,75.0,75.5,84.2,98.0,2.25,19,establishment,0
23,65.0,27.6,24.9,76.4,72.4,86.0,99.6,2.21,19,establishment,0
0,64.1,26.6,25.3,76.1,72.3,91.0,100.0,2.21,20,establishment,0
1,62.6,25.7,24.8,77.9,72.7,90.1,98.3,2.26,20,establishment,0
2,62.5,25.3,23.5,75.7,74.0,91.9,101.9,2.17,20,establishment,0
3,60.5,25.7,25.2,81.1,75.5,92.3,107.5,2.1,20,establishment,0
4,59.4,25.0,25.2,81.5,78.9,90.3,111.2,2.15,20,establishment,0
5,57.8,25.2,22.7,81.6,78.2,86.9,110.4,2.25,20,establishment,0
6,68.0,25.1,23.8,80.6,79.2,83.4,108.9,2.28,20,establishment,0
7,65.9,25.3,26.6,74.9,77.5,82.8,110.4,2.44,20,establishment,0
8,64.3,24.3,26.3,73.1,80.4,80.6,106.6,2.5,20,establishment,0
9,61.7,25.4,28.4,73.4,82.0,78.5,106.8,2.55,20,establishment,2
10,59.7,26.0,30.1,69.9,82.5,78.3,106.7,2.53,20,establishment,2
11,57.2,26.5,31.6,64.5,82.4,77.7,109.4,2.53,20,establishment,2
12,68.1,27.4,31.6,60.2,83.7,83.7,108.9,2.39,20,establishment,0
13,65.7,27.7,32.1,63.6,83.8,86.8,107.3,2.4,20,establishment,0
14,63.0,28.4,31.3,62.3,79.7,88.1,109.9,2.54,20,establishment,0
15,72.6,29.2,32.7,64.8,77.3,90.3,108.0,2.54,20,establishment,0
16,71.3,28.6,30.8,67.3,76.9,89.9,103.4,2.6,20,establishment,0
17,70.3,29.1,30.9,64.0,76.5,93.7,102.6,2.76,20,establishment,0
18,69.1,29.1,29.6,68.5,78.7,90.3,100.4,2.7,20,establishment,0
19,67.7,28.5,29.3,67.3,79.5,88.6,106.0,2.58,20,establishment,0
20,67.6,28.3,28.3,75.6,79.1,89.5,108.3,2.69,20,establishment,0
21,66.3,27.6,27.5,72.9,81.1,92.1,104.7,2.71,20,establishment,0
22,65.1,27.8,26.0,75.3,78.1,94.6,104.3,2.76,20,establishment,0
23,65.1,26.9,26.6,74.1,76.8,96.7,98.6,2.7,20,establishment,9
0,65.2,26.4,26.5,73.5,77.5,98.5,99.9,2.72,21,establishment,0
1,65.5,26.7,25.0,76.7,77.7,96.6,92.8,2.83,21,establishment,0
2,63.7,26.1,24.9,77.6,76.4,96.5,93.3,2.79,21,establishment,0
3,62.9,25.9,24.8,81.9,75.5,96.8,89.1,2.69,21,establishment,0
4,61.3,24.7,24.7,77.9,75.0,99.6,90.4,2.67,21,establishment,0
5,60.2,24.5,24.5,81.0,74.2,98.1,93.9,2.87,21,establishment,0
6,70.5,24.8,25.1,78.9,72.8,99.4,92.8,2.91,21,establishment,0
7,69.2,24.8,26.7,75.8,69.3,99.5,96.2,3.13,21,establishment,0
8,66.2,25.1,27.4,68.9,68.9,95.4,91.3,3.01,21,establishment,0
9,65.2,25.4,27.9,69.6,68.5,91.0,98.6,3.04,21,establishment,0
10,63.5,25.9,30.0,69.7,71.2,92.8,95.0,2.91,21,establishment,8
11,61.2,25.9,29.6,66.8,71.2,90.9,93.8,2.83,21,establishment,0
12,71.5,27.9,31.8,64.8,71.0,89.3,95.3,2.86,21,establishment,0
13,69.3,28.3,32.3,61.4,69.6,88.0,94.2,2.72,21,establishment,0
14,66.9,29.1,32.9,64.4,71.4,87.2,94.7,2.63,21,establishment,0
15,77.2,28.5,31.8,65.1,69.1,86.4,96.1,2.71,21,establishment,0
16,75.1,28.4,32.0,64.7,72.5,81.7,99.3,2.83,21,establishment,0
17,74.0,28.8,30.7,67.4,67.5,87.2,101.5,2.81,21,establishment,0
18,72.2,28.5,29.2,66.7,68.0,89.0,98.7,2.63,21,establishment,0
19,71.7,28.6,28.1,65.9,68.8,87.5,102.2,2.69,21,establishment,0
20,69.7,28.4,27.6,70.0,70.5,89.6,99.7,2.68,21,establishment,0
21,68.9,28.2,26.5,71.6,70.0,91.3,98.5,2.77,21,establishment,0
22,67.7,26.8,27.3,76.7,71.6,95.1,100.9,2.77,21,establishment,0
23,67.3,27.0,25.8,77.3,71.1,93.8,102.5,2.75,21,establishment,0
0,66.3,26.9,25.8,77.3,70.7,94.6,101.3,2.78,22,establishment,0
1,65.7,27.1,24.8,77.5,71.3,98.0,100.2,2.62,22,establishment,0
2,64.8,26.3,25.2,80.3,68.6,98.7,102.8,2.56,22,establishment,0
3,63.2,25.5,24.9,82.5,69.0,97.2,102.9,2.62,22,establishment,0
4,61.7,25.5,23.5,78.3,71.3,99.2,100.6,2.49,22,establishment,0
5,60.8,25.8,24.0,78.4,70.9,98.1,100.7,2.57,22,establishment,0
6,71.0,25.1,24.5,80.2,72.8,96.8,104.3,2.58,22,establishment,2
7,68.7,25.0,24.7,76.9,71.3,96.4,104.2,2.84,22,establishment,0
8,67.8,26.1,27.8,72.6,74.8,97.3,107.1,2.86,22,establishment,0
9,65.2,25.6,29.6,72.7,72.3,96.6,109.2,2.84,22,establishment,0
10,63.1,26.3,30.0,69.0,69.6,99.1,110.4,2.73,22,establishment,0
11,59.4,26.9,30.7,64.2,68.9,98.7,107.5,2.62,22,establishment,0
12,68.4,27.1,32.6,65.0,70.9,96.6,104.6,2.44,22,establishment,0
13,65.7,28.0,30.1,64.0,73.1,95.7,104.4,2.39,22,establishment,0
14,63.7,28.4,32.1,67.1,72.2,94.4,107.2,2.31,22,establishment,0
15,74.8,29.2,31.8,65.8,71.6,92.2,107.3,2.4,22,establishment,0
16,71.3,29.0,30.8,66.4,73.6,94.0,109.5,2.42,22,establishment,3
17,69.5,28.7,31.8,66.9,71.8,91.5,113.0,2.21,22,establishment,4
18,69.1,28.8,30.8,68.9,72.8,90.3,113.7,2.14,22,establishment,0
19,67.7,28.8,29.0,67.0,70.4,90.3,113.5,2.1,22,establishment,0
20,66.2,28.5,28.3,68.5,69.7,93.5,117.7,2.12,22,establishment,0
21,66.0,27.4,27.3,73.5,67.3,94.2,117.7,2.17,22,establishment,0
22,64.7,28.1,26.4,75.2,64.0,94.4,120.4,2.19,22,establishment,0
23,63.8,27.7,25.0,75.3,65.1,92.5,119.8,2.2,22,establishment,0
0,62.8,26.8,26.4,73.8,64.0,90.5,119.4,2.29,23,establishment,0
1,61.3,26.5,25.6,76.5,62.1,90.7,118.5,2.23,23,establishment,5
2,60.9,26.6,25.0,80.3,63.4,90.8,114.5,2.21,23,establishment,0
3,59.9,25.9,23.2,80.1,62.6,92.1,114.4,2.25,23,establishment,0
4,58.5,25.4,25.7,78.8,60.9,96.7,110.8,2.28,23,establishment,1
5,57.2,24.8,25.8,77.8,61.3,95.7,110.1,2.45,23,establishment,0
6,67.5,25.8,25.1,78.6,63.9,95.2,111.7,2.62,23,establishment,0
7,66.2,25.1,25.3,75.7,65.8,97.8,110.1,2.61,23,establishment,0
8,64.0,24.9,26.6,73.1,61.0,94.0,108.5,2.59,23,establishment,0
9,62.2,25.3,29.0,69.7,63.8,92.4,111.2,2.61,23,establishment,0
10,59.8,25.9,29.3,68.3,65.0,92.9,111.6,2.67,23,establishment,0
11,56.8,25.9,31.0,66.4,65.6,93.6,112.3,2.54,23,establishment,0
12,66.5,27.5,32.6,63.4,65.0,90.9,110.4,2.62,23,establishment,0
13,64.4,28.5,30.8,67.0,63.3,87.9,110.8,2.53,23,establishment,0
14,62.0,28.4,33.5,63.1,65.1,90.1,110.3,2.52,23,establishment,0
15,72.4,29.2,32.9,65.0,64.7,91.7,113.3,2.61,23,establishment,0
16,70.6,28.9,30.2,62.7,64.4,92.9,112.6,2.57,23,establishment,0
17,69.3,28.9,29.5,64.8,66.5,92.7,110.3,2.51,23,establishment,0
18,69.2,28.8,29.8,69.7,67.2,94.9,112.5,2.4,23,establishment,0
19,68.7,28.9,28.4,70.8,68.2,96.4,113.4,2.42,23,establishment,0
20,67.7,28.3,28.2,71.6,67.6,96.3,116.3,2.5,23,establishment,0
21,67.2,28.6,25.5,71.6,67.7,97.4,119.0,2.48,23,establishment,0
22,66.5,27.3,26.6,75.1,67.3,99.0,117.2,2.57,23,establishment,0
23,65.8,27.3,27.4,74.2,65.5,96.9,118.3,2.55,23,establishment,0
0,64.8,27.7,24.4,79.3,65.3,95.2,121.2,2.55,24,establishment,0
1,63.8,27.0,24.5,73.7,64.3,98.2,121.0,2.61,24,establishment,0
2,63.3,25.6,23.2,78.6,61.6,93.9,124.0,2.68,24,establishment,0
3,62.8,25.5,24.6,78.4,62.7,94.8,122.3,2.64,24,establishment,0
4,62.6,25.8,23.8,82.3,61.1,92.7,125.8,2.46,24,establishment,0
5,61.5,24.9,25.8,79.2,60.9,91.8,130.7,2.56,24,establishment,0
6,71.5,25.0,25.1,80.4,62.4,89.3,131.6,2.41,24,establishment,0
7,69.8,25.1,25.7,78.6,59.0,91.2,131.1,2.41,24,establishment,7
8,68.4,24.7,27.7,74.2,61.3,91.7,129.9,2.46,24,establishment,0
9,66.2,25.5,28.3,67.7,65.6,93.1,129.7,2.34,24,establishment,0
10,64.1,25.6,28.9,66.6,66.5,97.8,130.7,2.3,24,establishment,0
11,61.1,27.0,31.3,65.0,66.7,98.7,135.1,2.35,24,establishment,0
12,71.4,27.6,31.6,65.2,68.1,96.9,133.3,2.46,24,establishment,0
13,70.0,28.2,32.1,64.7,67.8,95.8,132.7,2.49,24,establishment,9
14,67.6,28.9,32.2,61.8,69.8,95.1,132.1,2.63,24,establishment,0
15,77.1,28.8,31.2,66.1,68.3,93.7,132.7,2.5,24,establishment,3
16,76.0,29.0,31.6,63.7,68.1,90.4,130.9,2.65,24,establishment,0
17,73.5,29.3,32.1,66.0,65.7,91.3,131.7,2.67,24,establishment,0
18,73.1,28.3,29.1,68.5,67.4,89.4,127.4,2.51,24,establishment,0
19,71.5,28.4,30.6,69.3,67.2,86.5,128.0,2.44,24,establishment,0
20,70.6,28.0,28.2,74.0,66.7,87.7,125.6,2.39,24,establishment,0
21,70.5,28.6,27.0,74.9,64.1,86.1,129.1,2.35,24,establishment,6
22,68.4,27.8,28.7,72.1,65.9,82.6,129.7,2.47,24,establishment,0
23,67.1,27.2,26.1,74.0,66.6,82.4,130.6,2.48,24,establishment,0
0,66.8,27.2,26.4,79.4,65.9,83.1,131.8,2.42,25,establishment,0
1,64.8,27.1,25.4,78.7,67.1,87.8,131.5,2.52,25,establishment,0
2,63.7,25.7,23.0,80.4,66.5,87.3,134.0,2.53,25,establishment,0
3,62.4,25.7,24.2,79.9,67.3,93.0,131.4,2.54,25,establishment,0
4,60.8,25.7,23.6,82.2,69.1,91.0,128.8,2.44,25,establishment,0
5,60.4,25.6,23.2,80.9,71.7,90.3,128.9,2.53,25,establishment,0
6,70.0,24.4,23.5,79.5,68.1,86.0,130.3,2.51,25,establishment,0
7,67.9,25.1,26.1,74.8,65.8,84.3,128.1,2.47,25,establishment,5
8,65.3,24.9,27.8,74.5,63.1,81.8,128.8,2.37,25,establishment,0
9,62.9,25.3,29.0,67.7,60.6,78.0,124.8,2.14,25,establishment,2
10,60.8,26.0,29.8,67.6,58.4,76.8,126.0,2.06,25,establishment,2
11,58.5,26.3,30.4,64.7,55.9,76.1,131.8,2.15,25,establishment,2
12,68.6,27.2,31.0,63.1,57.0,74.4,131.0,2.13,25,establishment,2
13,66.4,28.3,31.6,62.3,56.0,76.8,128.3,2.14,25,establishment,2
14,64.5,28.7,31.1,60.6,56.8,75.2,129.4,2.05,25,establishment,2
15,74.3,29.2,31.5,66.9,57.3,76.8,130.5,1.96,25,establishment,2
16,72.0,28.6,31.2,65.1,54.5,77.8,130.3,2.06,25,establishment,2
17,70.2,28.8,30.0,66.3,55.0,78.9,130.5,2.02,25,establishment,2
18,68.2,29.4,29.8,68.9,54.8,80.8,128.9,2.05,25,establishment,0
19,68.0,28.6,28.6,71.4,53.7,83.1,123.7,2.13,25,establishment,0
20,66.6,28.4,28.4,73.6,54.3,82.5,123.7,2.04,25,establishment,0
21,67.1,27.3,28.0,72.1,53.2,80.1,120.7,2.06,25,establishment,0
22,65.8,27.3,26.9,74.8,54.4,80.8,119.2,2.15,25,establishment,4
23,65.3,27.1,26.4,74.4,55.9,80.5,121.5,2.1,25,establishment,0
0,64.0,26.6,24.0,78.7,53.3,83.0,123.3,2.17,26,establishment,0
1,63.4,26.1,24.5,78.5,52.3,80.3,123.7,2.02,26,establishment,0
2,63.1,25.9,24.6,80.9,48.9,81.6,119.4,1.91,26,establishment,0
3,61.3,25.2,24.6,81.3,47.1,83.9,119.3,1.77,26,establishment,0
4,60.0,26.2,22.7,81.4,47.6,80.5,116.9,1.78,26,establishment,0
5,58.9,24.2,24.4,80.5,45.4,81.2,117.1,1.83,26,establishment,0
6,67.7,25.2,25.9,78.3,48.0,80.7,116.1,1.92,26,establishment,6
7,66.6,25.1,25.9,73.8,45.9,81.5,117.2,1.75,26,establishment,0
8,64.4,25.0,27.2,74.0,52.4,79.0,117.9,1.59,26,establishment,2
9,62.6,25.1,29.1,73.6,52.6,78.4,116.9,1.63,26,establishment,2
10,59.8,26.0,30.2,67.2,53.3,78.3,116.7,1.77,26,establishment,2
11,57.0,26.4,31.6,64.7,52.9,76.3,116.9,1.79,26,establishment,2
12,66.6,27.3,31.8,65.6,51.7,76.6,115.6,1.61,26,establishment,2
13,64.7,27.8,32.1,67.0,54.6,76.4,117.0,1.55,26,establishment,2
14,63.4,27.5,31.3,62.3,57.7,77.4,115.2,1.67,26,establishment,2
15,73.5,29.3,31.5,60.3,57.7,74.8,109.7,1.62,26,establishment,2
16,71.8,29.4,32.2,64.4,57.3,73.8,114.0,1.63,26,establishment,2
17,69.3,29.1,30.5,66.8,56.0,73.1,113.5,1.75,26,establishment,8
18,67.5,29.2,29.9,67.7,54.2,77.3,118.5,1.95,26,establishment,2
19,66.5,29.3,28.8,69.1,54.8,76.6,114.8,2.07,26,establishment,2
20,66.3,27.7,29.0,70.3,51.8,76.2,115.2,1.91,26,establishment,2
21,65.7,28.1,26.9,71.7,50.2,76.9,115.5,1.89,26,establishment,2
22,64.4,27.2,27.5,73.0,50.1,78.3,116.9,2.11,26,establishment,4
23,62.9,27.1,25.3,76.6,50.5,81.3,117.1,2.19,26,establishment,0
0,61.7,26.7,24.5,78.4,50.4,80.0,121.6,2.24,27,establishment,0
1,60.1,26.8,24.9,75.6,49.9,82.0,119.5,2.29,27,establishment,0
2,59.5,25.8,24.4,82.2,51.1,85.5,120.1,2.19,27,establishment,0
3,57.9,26.5,24.3,80.6,52.2,85.8,120.3,2.18,27,establishment,0
4,56.1,25.2,24.9,81.0,52.9,83.3,122.1,2.08,27,establishment,0
5,55.4,24.7,23.9,79.0,53.5,81.5,123.3,2.02,27,establishment,0
6,65.1,24.8,25.3,78.6,51.2,79.2,121.1,2.18,27,establishment,2
7,63.3,24.7,25.3,74.0,55.8,77.2,120.0,2.25,27,establishment,2
8,60.8,25.0,28.3,76.2,55.0,77.9,117.0,2.45,27,establishment,2
9,59.6,25.3,29.2,73.2,56.6,76.3,112.6,2.34,27,establishment,2
10,57.3,25.7,30.4,67.6,57.0,77.6,109.9,2.38,27,establishment,2
11,55.3,26.6,31.2,63.5,58.2,76.0,114.4,2.36,27,establishment,2
12,65.7,26.9,31.1,63.9,56.0,80.7,114.9,2.49,27,establishment,0
